ENSMUSG00000000290
ENSMUSG00000005413
ENSMUSG00000007872
ENSMUSG00000015243
ENSMUSG00000021336
ENSMUSG00000021675
ENSMUSG00000021701
ENSMUSG00000024399
ENSMUSG00000024677
ENSMUSG00000025163
ENSMUSG00000026249
ENSMUSG00000026285
ENSMUSG00000026360
ENSMUSG00000026896
ENSMUSG00000027776
ENSMUSG00000029298
ENSMUSG00000029530
ENSMUSG00000031799
ENSMUSG00000032053
ENSMUSG00000033222
ENSMUSG00000034438
ENSMUSG00000037336
ENSMUSG00000044258
ENSMUSG00000046818
ENSMUSG00000046908
ENSMUSG00000049103
ENSMUSG00000050335
ENSMUSG00000051504
ENSMUSG00000070868
ENSMUSG00000073008
ENSMUSG00000074604
ENSMUSG00000000058
ENSMUSG00000000409
ENSMUSG00000001173
ENSMUSG00000001248
ENSMUSG00000004552
ENSMUSG00000005611
ENSMUSG00000005800
ENSMUSG00000017002
ENSMUSG00000017309
ENSMUSG00000018774
ENSMUSG00000020601
ENSMUSG00000020644
ENSMUSG00000021200
ENSMUSG00000021209
ENSMUSG00000021281
ENSMUSG00000022157
ENSMUSG00000024164
ENSMUSG00000024673
ENSMUSG00000024680
ENSMUSG00000024681
ENSMUSG00000026104
ENSMUSG00000026185
ENSMUSG00000026357
ENSMUSG00000026358
ENSMUSG00000026418
ENSMUSG00000026483
ENSMUSG00000026630
ENSMUSG00000027863
ENSMUSG00000029084
ENSMUSG00000030325
ENSMUSG00000030559
ENSMUSG00000032034
ENSMUSG00000032340
ENSMUSG00000032359
ENSMUSG00000034634
ENSMUSG00000037169
ENSMUSG00000039997
ENSMUSG00000040254
ENSMUSG00000042817
ENSMUSG00000044156
ENSMUSG00000047180
ENSMUSG00000047181
ENSMUSG00000048521
ENSMUSG00000052534
ENSMUSG00000054203
ENSMUSG00000059336
ENSMUSG00000066687
ENSMUSG00000079017
ENSMUSG00000105096
ENSMUSG00000000903
ENSMUSG00000001739
ENSMUSG00000001865
ENSMUSG00000003379
ENSMUSG00000003418
ENSMUSG00000003949
ENSMUSG00000004110
ENSMUSG00000005583
ENSMUSG00000015437
ENSMUSG00000017009
ENSMUSG00000020589
ENSMUSG00000020773
ENSMUSG00000021939
ENSMUSG00000023828
ENSMUSG00000024675
ENSMUSG00000026581
ENSMUSG00000026672
ENSMUSG00000026770
ENSMUSG00000027360
ENSMUSG00000027435
ENSMUSG00000027524
ENSMUSG00000028037
ENSMUSG00000029279
ENSMUSG00000030319
ENSMUSG00000030796
ENSMUSG00000031155
ENSMUSG00000032724
ENSMUSG00000032744
ENSMUSG00000034459
ENSMUSG00000034855
ENSMUSG00000037922
ENSMUSG00000040899
ENSMUSG00000041754
ENSMUSG00000043067
ENSMUSG00000047867
ENSMUSG00000047963
ENSMUSG00000051022
ENSMUSG00000052435
ENSMUSG00000054435
ENSMUSG00000056399
ENSMUSG00000070803
ENSMUSG00000074896
ENSMUSG00000075602
ENSMUSG00000090164
ENSMUSG00000101609
ENSMUSG00000000682
ENSMUSG00000001403
ENSMUSG00000006386
ENSMUSG00000014353
ENSMUSG00000020120
ENSMUSG00000020473
ENSMUSG00000020546
ENSMUSG00000020689
ENSMUSG00000022876
ENSMUSG00000023993
ENSMUSG00000025701
ENSMUSG00000026123
ENSMUSG00000026605
ENSMUSG00000028211
ENSMUSG00000028266
ENSMUSG00000028825
ENSMUSG00000029275
ENSMUSG00000029373
ENSMUSG00000030638
ENSMUSG00000030717
ENSMUSG00000030921
ENSMUSG00000031323
ENSMUSG00000032496
ENSMUSG00000034639
ENSMUSG00000042570
ENSMUSG00000045180
ENSMUSG00000047767
ENSMUSG00000052117
ENSMUSG00000054641
ENSMUSG00000056498
ENSMUSG00000059498
ENSMUSG00000061132
ENSMUSG00000067365
ENSMUSG00000070504
ENSMUSG00000000782
ENSMUSG00000002204
ENSMUSG00000005339
ENSMUSG00000006360
ENSMUSG00000018102
ENSMUSG00000018899
ENSMUSG00000020900
ENSMUSG00000021250
ENSMUSG00000022504
ENSMUSG00000022651
ENSMUSG00000022824
ENSMUSG00000022905
ENSMUSG00000023067
ENSMUSG00000024028
ENSMUSG00000024190
ENSMUSG00000026435
ENSMUSG00000026458
ENSMUSG00000027072
ENSMUSG00000027073
ENSMUSG00000028071
ENSMUSG00000028552
ENSMUSG00000028758
ENSMUSG00000028965
ENSMUSG00000030711
ENSMUSG00000030737
ENSMUSG00000032661
ENSMUSG00000033032
ENSMUSG00000033355
ENSMUSG00000035042
ENSMUSG00000035208
ENSMUSG00000036181
ENSMUSG00000038991
ENSMUSG00000040435
ENSMUSG00000041515
ENSMUSG00000042367
ENSMUSG00000045679
ENSMUSG00000052234
ENSMUSG00000052684
ENSMUSG00000053063
ENSMUSG00000055022
ENSMUSG00000061878
ENSMUSG00000064147
ENSMUSG00000066026
ENSMUSG00000069917
ENSMUSG00000072966
ENSMUSG00000001281
ENSMUSG00000001930
ENSMUSG00000002033
ENSMUSG00000003882
ENSMUSG00000004612
ENSMUSG00000018166
ENSMUSG00000018819
ENSMUSG00000019987
ENSMUSG00000022309
ENSMUSG00000024910
ENSMUSG00000025647
ENSMUSG00000026822
ENSMUSG00000026835
ENSMUSG00000026875
ENSMUSG00000026938
ENSMUSG00000027315
ENSMUSG00000027330
ENSMUSG00000030000
ENSMUSG00000030064
ENSMUSG00000030149
ENSMUSG00000030214
ENSMUSG00000030342
ENSMUSG00000030413
ENSMUSG00000030579
ENSMUSG00000032238
ENSMUSG00000032281
ENSMUSG00000032484
ENSMUSG00000033207
ENSMUSG00000036594
ENSMUSG00000037202
ENSMUSG00000038357
ENSMUSG00000039497
ENSMUSG00000040592
ENSMUSG00000041538
ENSMUSG00000049502
ENSMUSG00000049932
ENSMUSG00000050473
ENSMUSG00000052212
ENSMUSG00000056124
ENSMUSG00000060586
ENSMUSG00000068129
ENSMUSG00000073421
ENSMUSG00000073555
ENSMUSG00000091971
